sample_id,subsys_id,work_order_id,start_ts,end_ts,group_id,label,PIP_PDT3110*__last_location_of_minimum,PIP_TT3155*__lempel_ziv_complexity__bins_5,"PIP_TT3110*__fft_coefficient__attr_""abs""__coeff_85",PIP_TT3159*3__ratio_beyond_r_sigma__r_1,"PIP_PDT3110*__fft_coefficient__attr_""abs""__coeff_32","PIP_TT3159*3__fft_aggregated__aggtype_""kurtosis""","PIP_PT3150*1__fft_coefficient__attr_""imag""__coeff_27"
11,1B,1140600,2010-07-31 22:39:00,2010-08-01 10:39:00,13,1,0.9930651872399444,0.08044382801664356,66.21427601380815,0.08737864077669902,139.0433950514395,12.271283175387401,-13.301311598367061
12,1B,1287194,2011-03-24 10:28:00,2011-03-24 22:28:00,15,0,0.09431345353675448,0.11234396671289876,3.2893628694211348,0.5006934812760055,2.480940954479033,497.66242238542327,0.19106575550519053
13,1B,1287689,2011-03-30 11:28:00,2011-03-30 23:28:00,17,0,0.2011095700416089,0.11511789181692095,0.5169712194883583,0.17891816920943135,40.0695209837471,156.07587926061194,-1.0725223777805193
14,1B,1287689,2011-04-11 10:17:00,2011-04-11 22:17:00,18,1,0.9153952843273232,0.11234396671289876,5.914100453291519,0.29958391123439665,7.102604144500872,130.62769200717287,-0.3678533934482131
15,1B,1330915,2011-06-17 14:03:00,2011-06-18 02:03:00,19,0,0.0832177531206657,0.11927877947295425,0.670566437066679,0.3897364771151179,4.247707881176092,442.94641781357,0.4377596644600877
16,1B,1330915,2011-06-21 12:19:00,2011-06-22 00:19:00,20,1,1.0,0.06934812760055477,5.686930664649935,0.05963938973647712,89.82512465908869,12.548430053946078,-27.29413142227696
17,1B,1364144,2011-08-31 15:15:00,2011-09-01 03:15:00,21,0,0.1456310679611651,0.11927877947295425,1.5974826622765057,0.3522884882108183,2.969983892361234,388.5328663854449,-0.04655994776993001
18,1B,1364144,2011-09-11 07:18:00,2011-09-11 19:18:00,22,1,0.9708737864077671,0.06657420249653259,5.186870754264356,0.041608876560332866,248.73496709471587,12.260250393565931,-12.595621620606618
19,1B,1364368,2011-09-04 02:51:00,2011-09-04 14:51:00,24,0,0.2482662968099861,0.12343966712898753,4.017983711612713,0.4576976421636616,5.905397485935339,146.20340568835934,-0.26809151792676633
20,1B,1364368,2011-09-16 02:19:00,2011-09-16 14:19:00,25,1,1.0,0.06657420249653259,9.061415369342292,0.04715672676837725,271.091633419786,22.207559215347885,-32.26632789666032
21,1B,1410014,2011-11-23 14:06:00,2011-11-24 02:06:00,26,0,0.9514563106796116,0.09986130374479887,1.6635434064763124,0.27184466019417475,2.030878567848022,251.06157769050495,0.17970170137787353
22,1B,1410014,2011-12-04 19:23:00,2011-12-05 07:23:00,27,1,1.0,0.06102635228848821,15.47837844959091,0.02773925104022192,28.327027668048014,17.390949371186935,-26.631302319473487
23,1B,1452321,2012-02-02 13:37:00,2012-02-03 01:37:00,28,0,0.231622746185853,0.11373092926490985,0.7123966246138627,0.4105409153952843,0.7417837817771222,250.82573207235626,-0.1239264831415339
24,1B,1452321,2012-02-13 23:53:00,2012-02-14 11:53:00,29,1,0.8987517337031901,0.0970873786407767,4.479248253211332,0.2801664355062413,22.767225308038807,265.03692586627284,-0.8454055425584379
25,1B,1483775,2012-04-04 16:06:00,2012-04-05 04:06:00,30,0,0.6282940360610263,0.12343966712898753,1.360232226988179,0.4341192787794729,5.4902771861932536,547.2940009615025,0.12362756548330793
26,1B,1483775,2012-04-08 13:21:00,2012-04-09 01:21:00,31,1,0.9167822468793344,0.06657420249653259,50.5594463142186,0.04438280166435506,116.6861479498429,104.92807792506642,-41.04978281856858
27,1B,1495806,2012-04-12 16:06:00,2012-04-13 04:06:00,32,0,0.8085991678224688,0.11234396671289876,1.1507966613262413,0.36893203883495146,2.9479170119679425,818.2637345349126,-0.21306954915181986
28,1B,1495806,2012-04-20 12:26:00,2012-04-21 00:26:00,33,1,0.9833564493758667,0.06934812760055477,25.71295907612232,0.0319001386962552,44.69783181654632,18.398897472897165,-35.73421628575406
29,1B,1496608,2012-04-26 16:07:00,2012-04-27 04:07:00,34,0,0.2080443828016644,0.10818307905686546,5.257735049220696,0.2801664355062413,3.375241347704267,149.35480574287888,-0.3104215796687768
30,1B,1496608,2012-05-03 12:02:00,2012-05-04 00:02:00,35,1,0.024965325936199708,0.10957004160887657,14.405520519009425,0.2649098474341193,2.2284090436061783,245.3885290483173,0.3922992193144814
31,1B,1577700,2012-08-29 14:27:00,2012-08-30 02:27:00,36,0,0.06657420249653256,0.10124826629680997,4.800440722229925,0.3633841886269071,15.062988065301608,326.78667118709546,-0.14021077221686098
32,1B,1577700,2012-09-09 20:15:00,2012-09-10 08:15:00,37,1,0.9778085991678224,0.06796116504854369,11.561512567537479,0.04438280166435506,35.44932223387737,18.40925243441591,-37.389422677319175
33,1B,1618024,2012-11-01 15:06:00,2012-11-02 03:06:00,38,0,0.8432732316227461,0.10540915395284328,3.1174917362912637,0.3633841886269071,6.097036695470215,950.3330734151504,0.22503712832882652
34,1B,1618024,2012-11-05 03:19:00,2012-11-05 15:19:00,39,1,1.0,0.052704576976421634,16.78752572824393,0.12205270457697642,35.707171341000006,4.573667397822309,-1.5831593690518522
35,1B,1717966,2013-03-09 14:22:00,2013-03-10 02:22:00,41,0,0.44521497919556174,0.1248266296809986,4.600904782186379,0.3814147018030513,3.4404086568261736,212.77791972913727,0.4104262563828779
36,1B,1717966,2013-03-18 04:25:00,2013-03-18 16:25:00,42,1,0.9070735090152566,0.10124826629680997,3.428326545673893,0.3536754507628294,10.954658118917964,421.6632807231072,-0.5982823667850314
37,1B,1784877,2013-06-15 08:00:00,2013-06-15 20:00:00,43,0,0.3786407766990292,0.10957004160887657,1.8984603083907898,0.4257975034674064,12.582814034990506,190.57169593721366,-0.2377769534834855
38,1B,1784877,2013-06-21 08:31:00,2013-06-21 20:31:00,44,1,1.0,0.07073509015256588,13.426153158697558,0.04854368932038835,225.0842790656704,22.603206383892484,-65.11431636770115
39,1B,1905195,2013-11-27 02:50:00,2013-11-27 14:50:00,45,1,1.0,0.062413314840499313,13.393000296829966,0.02219140083217753,162.04604089665,14.782416859091773,-41.06375658840128
40,1B,1977053,2014-03-22 10:58:00,2014-03-22 22:58:00,46,1,0.9986130374479888,0.0651872399445215,14.883359589132569,0.030513176144244106,22.825278524743638,18.83631267356553,-20.248203932621657
41,1B,2372815,2015-07-22 18:45:00,2015-07-23 06:45:00,48,0,0.01941747572815533,0.10124826629680997,1.7317356103989767,0.3786407766990291,1.7204887624508638,667.975795473072,0.4559928079840102
42,1B,2433568,2015-10-05 15:19:00,2015-10-06 03:19:00,49,0,0.7226074895977809,0.13314840499306518,5.828697747798482,0.406380027739251,1.5081575700173595,536.5860044500229,0.04085232824033693
43,1B,2438411,2015-10-09 02:33:00,2015-10-09 14:33:00,50,0,0.9986130374479888,0.0651872399445215,6.272745059342689,0.05825242718446603,8.855791736551216,17.591390419480742,-55.89774851329664
44,1B,2439094,2015-10-20 04:25:00,2015-10-20 16:25:00,51,1,0.9972260748959778,0.06796116504854369,6.650844792692887,0.034674063800277384,9.242546477139854,19.76560832108361,-17.733297975068055
45,1C,1496609,2012-04-22 14:02:00,2012-04-23 02:02:00,52,0,0.07489597780859912,0.11511789181692095,0.23855676647556956,0.3439667128987517,5.4721600060788615,819.4744944354704,-0.11897789237345573
46,1C,1496609,2012-05-03 15:22:00,2012-05-04 03:22:00,53,1,0.10263522884882104,0.0970873786407767,0.3592878273429587,0.21914008321775316,1.3726386198671208,163.51038132300258,-1.0532395274269983
47,1C,1512986,2012-06-06 10:08:00,2012-06-06 22:08:00,54,0,0.1414701803051318,0.11095700416088766,0.0127647181841226,0.4674063800277393,3.1059641402892924,2292.5697237597115,0.9376242324929452
48,1C,1512986,2012-06-17 17:07:00,2012-06-18 05:07:00,55,1,0.972260748959778,0.06657420249653259,29.779262304128636,0.04022191400832178,232.09299570171063,17.43969009305943,-26.489461818639985
49,1C,1556777,2012-07-17 16:17:00,2012-07-18 04:17:00,56,0,0.7725381414701803,0.10263522884882108,0.44585970422660864,0.4368932038834951,17.094942391413692,632.699683532521,0.08791501724658746
50,1C,1556777,2012-07-23 00:09:00,2012-07-23 12:09:00,57,1,0.9986130374479888,0.0651872399445215,15.590231211838024,0.036061026352288486,39.020337666123744,22.193046047184204,-10.1275583359483
51,1C,1577702,2012-09-02 04:30:00,2012-09-02 16:30:00,58,0,0.6976421636615812,0.10540915395284328,1.2725709927624853,0.3550624133148405,8.144632514304748,214.79148509183293,-0.7110502480791282
52,1C,1577702,2012-09-09 20:02:00,2012-09-10 08:02:00,59,1,1.0,0.0638002773925104,8.933181664970094,0.026352288488210817,296.21989114507636,13.19266336650443,-31.923402365949947
53,1C,1635767,2012-12-04 01:10:00,2012-12-04 13:10:00,60,1,0.9930651872399444,0.10402219140083216,3.5499682757179802,0.29542302357836336,6.161406722812054,157.75516659459169,-1.2250207024624442
54,1C,1685814,2013-01-29 13:57:00,2013-01-30 01:57:00,61,0,0.5228848821081831,0.10540915395284328,0.3441815408259773,0.3287101248266297,0.6698090943311484,553.2754674457888,0.5164612256343398
55,1C,1685814,2013-02-07 03:27:00,2013-02-07 15:27:00,63,1,0.9902912621359224,0.06102635228848821,7.756907344102325,0.019417475728155338,238.86158736526244,21.98441272358203,-66.88578798993188
56,1C,1703354,2013-02-17 14:23:00,2013-02-18 02:23:00,64,0,0.5048543689320388,0.12066574202496533,0.8870406316234745,0.33287101248266304,12.264419720376464,4222.22662338399,-0.00633464846271662
57,1C,1703354,2013-02-24 01:52:00,2013-02-24 13:52:00,65,1,0.7281553398058253,0.10124826629680997,8.785658414569367,0.3661581137309293,54.09847489349376,225.0240772355944,-1.0566495380350307
58,1C,1784052,2013-06-09 15:16:00,2013-06-10 03:16:00,66,0,0.30235783633841884,0.0970873786407767,1.1661134646685138,0.2357836338418863,5.738704983636542,461.6287916829612,0.30231620704299045
59,1C,1784052,2013-06-19 19:00:00,2013-06-20 07:00:00,67,1,0.9875173370319,0.10818307905686546,0.6913107603499733,0.3938973647711512,14.365100722511231,443.5923999447309,-0.10578941244268207
60,1C,1841373,2013-08-28 15:19:00,2013-08-29 03:19:00,68,0,0.7919556171983356,0.10957004160887657,1.9895678459681108,0.5020804438280166,2.789333827162085,439.23860685501967,-0.07850077598192849
61,1C,1841373,2013-09-06 23:48:00,2013-09-07 11:48:00,69,1,0.9791955617198336,0.06934812760055477,14.150791508783168,0.03883495145631068,9.964845747104306,25.42952564382913,-45.918644811669466
62,1C,1851110,2013-09-09 14:02:00,2013-09-10 02:02:00,70,0,0.023578363384188616,0.10957004160887657,0.993968167460712,0.4382801664355063,10.975575333321679,149.04168034520094,-0.5498527520544667
63,1C,1851110,2013-09-17 21:35:00,2013-09-18 09:35:00,71,1,1.0,0.0651872399445215,15.60248316991456,0.029126213592233014,20.09743119150264,13.868695965596118,-20.541027076435316
64,1C,1959951,2014-02-12 16:33:00,2014-02-13 04:33:00,72,0,0.8723994452149793,0.11095700416088766,0.1804961138554629,0.4188626907073509,4.5070751323398754,329.3694561718438,-0.4880529718192026
65,1C,1959951,2014-02-18 01:46:00,2014-02-18 13:46:00,73,1,0.7517337031900139,0.09986130374479887,0.9976285803757486,0.2385575589459085,5.141112063144921,368.3910569645769,0.06271101802384077
66,1C,2229016,2015-01-27 14:21:00,2015-01-28 02:21:00,74,0,0.04854368932038833,0.10402219140083216,0.5268584562126144,0.4257975034674064,2.624554275136737,830.1245501041137,-0.10607872191798833
67,1C,2235850,2015-01-31 13:01:00,2015-02-01 01:01:00,76,0,0.1428571428571429,0.10124826629680997,1.0341484554771156,0.4424410540915396,1.090350115833172,599.1634904055331,-0.12749326526415894
68,1C,2235850,2015-02-12 04:34:00,2015-02-12 16:34:00,77,1,0.6699029126213591,0.09986130374479887,1.9073373042708084,0.4549237170596394,3.818330822714783,771.1705145009037,0.02666850967556331
69,1C,2309258,2015-05-07 15:18:00,2015-05-08 03:18:00,78,0,0.03190013869625519,0.10957004160887657,2.1771584796768884,0.3800277392510402,9.482155476068307,502.71785753912536,-0.4983943216579927
70,1C,2393737,2015-08-27 07:40:00,2015-08-27 19:40:00,79,1,0.9861303744798889,0.07489597780859916,3.841266181412959,0.1289875173370319,6.094689939976053,190.8866796900607,-1.4188614781014548
71,1C,2419041,2015-09-19 15:22:00,2015-09-20 03:22:00,80,0,0.8737864077669903,0.11650485436893206,1.0691127011110364,0.3079056865464632,10.317432153971644,601.4871380477782,-0.001878863413861995
72,1C,2419041,2015-09-26 06:06:00,2015-09-26 18:06:00,81,1,0.854368932038835,0.10402219140083216,22.263177208916787,0.3300970873786408,32.732115390062816,115.37855234364807,-1.0105562856828434
73,1C,2433591,2015-10-07 15:17:00,2015-10-08 03:17:00,82,0,0.18030513176144247,0.11095700416088766,0.678276990584888,0.4882108183079057,2.41186579061173,220.83926091457204,-0.2574515382750312
74,1C,2439118,2015-10-14 15:07:00,2015-10-15 03:07:00,84,0,0.2912621359223301,0.1248266296809986,0.7728185705800741,0.3522884882108183,9.514057048959952,887.4967405757765,-0.1985733924255987
75,1C,2439118,2015-10-19 10:14:00,2015-10-19 22:14:00,85,1,0.9805825242718448,0.06657420249653259,15.360299494021248,0.04022191400832178,245.37210627605157,13.953824834900056,3.0112510973540205
76,1C,2464303,2015-11-10 14:17:00,2015-11-11 02:17:00,86,0,0.3772538141470181,0.10818307905686546,1.719833668589435,0.31484049930651875,1.4664587217371006,476.9292161804322,0.33933882453705105
77,1C,2464303,2015-11-21 10:22:00,2015-11-21 22:22:00,87,1,0.9902912621359224,0.05825242718446603,15.81898491593456,0.04993065187239944,338.1678149900185,21.738449537790146,-17.02443766935514
78,1C,2468196,2015-11-16 14:13:00,2015-11-17 02:13:00,88,0,0.19140083217753126,0.11373092926490985,1.137006254423654,0.4077669902912621,4.96491890600923,672.8934549671603,-0.5117046460339958
79,1C,2468196,2015-11-24 00:34:00,2015-11-24 12:34:00,89,1,0.7642163661581137,0.10818307905686546,1.85801228961094,0.3786407766990291,68.66373666228297,261.17580973602026,-1.3735796578367576
80,1C,2468269,2015-11-17 14:19:00,2015-11-18 02:19:00,90,0,0.4077669902912622,0.10818307905686546,1.083118058357248,0.507628294036061,4.59620893568948,324.85330784711465,1.3551620770619643
81,1C,2471459,2015-11-20 02:56:00,2015-11-20 14:56:00,93,0,0.2260748959778086,0.11927877947295425,1.4731351720174473,0.40221914008321774,1.3062192810510016,1227.8446012326306,1.4770914109534967
82,1C,2471459,2015-11-30 15:37:00,2015-12-01 03:37:00,94,1,0.9056865464632456,0.10402219140083216,0.533671460695073,0.2260748959778086,19.70563739060918,339.1625664184337,-1.017305794206712
83,1C,2484129,2015-12-04 14:22:00,2015-12-05 02:22:00,95,0,0.30513176144244103,0.11095700416088766,0.252246842501614,0.37031900138696255,10.831641236395656,359.0457061744893,-1.3594595958495248
84,1C,2484129,2015-12-13 03:31:00,2015-12-13 15:31:00,96,1,0.9916782246879334,0.0638002773925104,6.701916370660619,0.02496532593619972,146.63041150516034,29.362899777184357,-41.44564199546531
